FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144
442447,630727,835006,689741,912723,1220156,1699639,6295644,11285227,24611393,45266333,82958243,148980364,280551804,488242461
447951,607986,847075,681456,921603,1184017,1634512,5644064,12490178,24053829,45029718,82632598,147573911,282751697,474394835
450272,616967,820374,690343,896482,1280442,1742775,5992422,10883395,25721890,45173503,83106747,151836825,282020388,464719238
442213,615898,847012,668670,924746,1043525,1648221,6729801,12517020,25137832,45125836,83017793,144223863,282478384,462986008
437093,616332,806755,692853,992679,1053576,1755695,7867081,11359766,24813754,45317404,83166878,157840423,285238263,454929651
446292,603182,816809,653126,1009050,1047466,1814907,6140029,12489922,25146865,45042426,82871382,154705233,278163204,481911184
437861,622506,820757,685421,996554,1051233,1702443,7060722,10972377,24028609,45262619,82946544,149212117,273479509,474159756
435757,607249,806174,660378,982706,1034258,1735676,6314246,12419213,26046037,45093531,82622514,147750860,284503230,469629977
448845,600813,810477,676578,981049,1043104,1740346,6933069,11932036,24993160,45148592,83195445,150903173,276724195,473917318
439787,619383,816110,660583,996855,1237983,1876051,5769877,10222981,23927842,45069720,82484598,147846571,276559207,464423754
435016,611304,794389,686899,1003653,1206306,1715227,6766137,12534027,25695207,45285356,82990330,150858719,284086967,471085834
442791,622796,809375,731687,986473,1191480,1791513,5388424,11815490,25021922,45029917,82021483,149329768,283258795,479192229
443966,609391,803479,736773,1101961,1285779,1687568,8668049,11674762,24502810,45548387,84121854,156087251,279368005,475002174
