x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144
433015,559083,1185018,634051,992423,1088001,1970403,3486371,13851916,28851551,53842194,94047870,151803397,286616643,829174064
421710,566489,1215295,642047,990688,1091917,1973250,4249441,13864668,27286815,55895155,92856776,157305059,282430296,751445629
418619,559518,962398,644681,970320,1218126,1960386,3496572,9949896,28183542,54750430,93601564,157941819,284949705,791457488
426758,578114,954128,642999,983532,1119948,1962332,3573153,14031293,27189687,56339301,92290060,153438990,296739154,779875473
417857,559331,953833,608150,975925,1179325,1968488,4350936,12511169,31147733,54553159,93854626,168069786,300934390,811722340
418616,564066,949558,643312,974707,1183181,1973847,3516190,9925895,27760742,56074270,91609083,165095352,295059638,774326968
431798,560465,943043,614265,1024109,1180676,1957367,8066169,16265909,28105049,54735148,91810789,166079041,290579514,765775305
420265,560901,949101,652350,996818,1156279,1971205,6081312,12353009,27287061,56043338,92804486,167732550,290397336,804319148
421979,561075,928495,650802,992859,1189956,1960696,5495586,10421639,27296373,54156332,93634391,166792540,301024846,858461180
435096,559247,950519,647530,1022626,1191532,1973853,5929200,14844094,29899051,54028063,92589116,167719739,279349229,824374756
410923,556850,926519,645777,984832,1187128,1963425,4690133,12251179,28708752,53683561,93577042,158744142,296507908,736250122
408584,558120,940413,609993,1014696,1167716,1978221,5145649,11877090,27279529,54615914,92475212,163917668,276431758,623761829
