SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
48873,139375,78293,91103,198151,361588,338867,677906,1377049
55231,138923,78037,96882,198941,272692,319367,647236,1469685
51184,138042,76929,92233,197095,271360,325840,618558,1984391
47812,138056,76817,95248,200004,275756,318521,609955,1405533
49903,139009,76701,92863,196179,267471,335838,595099,1430039
46765,139498,80448,93629,197205,274534,320266,616148,1982374
46985,142476,79874,96117,206575,265623,377541,716774,1414508
48039,140612,77554,95176,201776,276335,339129,645897,1386401
47137,139564,76441,95626,203697,266213,359816,619811,1865381
46152,138181,76518,97010,210502,272777,331615,605656,1480289
46267,140100,76297,95355,202448,280190,323557,613565,1455969
45802,138508,75746,95753,199967,267238,405089,642434,1946577
46818,137913,76311,94523,203416,271063,425864,670489,1390364
47619,138067,75842,93867,201498,267922,364957,641603,1528487
47212,137778,74782,92140,202511,271670,358578,620198,2019911
45633,146363,89873,95063,200638,271368,336221,601387,1378873
46099,141335,78235,92716,201268,269870,379640,608996,1417998
48688,138542,77914,92575,203043,280989,381645,985372,2068019
47389,138141,77225,91524,205417,272090,347877,650559,1372643
46081,137618,76222,93191,204056,266943,329360,618257,1890345
46338,138976,75736,91459,200397,267300,328941,634600,2530072
46728,138918,84629,93156,198298,274258,326718,607795,4564116
55714,143298,75927,92860,203631,280331,333024,715751,1448483
53563,140987,76503,107938,196407,270043,327094,631538,7647919
51635,141050,76057,99873,201439,273260,325305,608314,2591532
50214,144045,75230,94539,205586,267628,309638,580048,1493109
48785,140484,73919,92822,202323,282043,590687,605201,2827214
49519,139597,76331,94169,201224,275706,389315,601962,2217691
48845,139234,75089,92738,204602,275559,323882,680633,1546036
47455,138224,76403,96368,201281,270978,333723,650196,1919210
47160,139152,75029,92822,287440,269352,315086,623785,1344802
46570,137862,75084,92296,197779,275344,313362,595812,1439609
47540,138074,76098,93160,201669,269205,310456,608524,1912229
56497,137784,75651,94405,200493,272995,324169,727817,1076081
51561,140127,74758,115006,201715,273818,317636,631489,1509023
47737,139056,93133,128294,199569,272640,319653,626902,1958833
48030,138882,86367,108362,200895,267979,324683,639448,1385134
47693,138272,80896,100526,198494,265537,326837,590356,1535490
46822,137984,77624,93119,198008,278800,317205,609129,1945065
48117,137746,76612,95572,199164,275886,297088,676885,1560994
47298,137576,77850,94089,202331,272748,331673,916399,1479335
48889,137881,75670,92578,198421,274084,321355,590240,1987155
48448,137855,81922,93764,198605,528572,320998,599223,1333749
46325,144782,80573,96160,199027,247965,313293,630239,1429547
48759,140679,81830,92869,209465,222847,342937,650424,1904953
47343,138602,80156,94092,203628,216245,326936,747967,1374371
48061,140687,77684,93820,196715,212220,322166,665457,1441826
45628,139863,77468,95040,199532,207854,336011,606975,1893719
47604,138845,77902,105971,203615,305970,332448,619886,1425872
46151,139903,77169,151989,197823,294395,318091,686586,1503197
47504,140976,75777,112405,198129,283312,383930,658467,1987312
47094,139289,76797,104799,198736,278099,351492,940013,1400394
47013,140111,79063,94581,200526,280789,351769,602456,1632371
46811,141728,84429,93737,196992,285301,340904,629183,1921042
46392,141296,77103,92653,195654,273048,327917,633193,1375849
46716,139300,75196,95181,201678,269888,342975,684500,1555235
47377,140109,77232,94536,202197,277848,326896,630187,4099905
45816,138025,75786,95871,199921,277102,322910,617073,2622126
46464,139760,75913,93789,201280,276876,314735,587543,1661968
46017,140633,76730,101676,200378,272013,315455,617791,2098111
46340,138518,73917,92601,204662,279836,351232,648677,1403327
46884,137601,76346,93162,203378,272973,344664,660385,1486102
46570,141611,76614,91918,205288,273130,329547,647827,2375820
45820,139464,75700,99942,201706,273844,315583,935398,3902038
45398,139167,75629,96018,197432,271950,309998,610600,1529866
45853,139122,76843,96753,199633,267174,328287,655854,2708612
45423,139476,72328,93601,207329,273316,343476,669413,1553775
46427,137016,74144,96095,214291,266659,321581,626299,1593795
46232,137377,77151,93900,208338,272411,325476,609117,7776264
45147,139278,75357,96781,199799,273340,321959,603941,3056878
54544,152705,78745,95127,201668,274976,336488,623863,1441720
53573,149508,76073,95531,202780,268988,385206,655531,1843510
46773,141579,86162,94897,203433,272544,324088,608823,1521782
45825,139365,78974,92846,201481,269797,320259,612756,1449237
46948,139183,81091,95074,203677,279378,322931,607408,3094413
47357,139073,77032,93988,201876,284259,319517,613734,1510130
47565,137255,77045,92484,201665,274025,319998,712368,1422613
46167,137583,76022,90659,201434,269512,320983,650078,1948615
46919,139516,76368,95338,202016,276114,323061,624821,1379803
45867,138672,75174,105644,203126,272070,308066,618400,1529085
47980,138174,74546,97323,200879,272255,317600,697748,1982160
45759,143812,76455,94841,197323,272487,348567,669865,1479307
47037,141019,75752,92720,200788,267046,354237,687597,1444618
47094,139776,77471,93855,201700,271182,403841,670198,2061375
46977,140362,75473,92920,200638,269165,379841,639021,1385882
46381,139547,74754,93904,200551,269529,371911,621886,1464236
46264,139440,77148,93570,201029,274096,345499,911439,1981299
46590,139132,77608,92988,207496,276713,340315,660963,1423444
47233,140820,76111,91578,202451,267556,332103,628051,1472095
46498,139629,77440,92845,203000,277322,325869,634428,1942527
47345,142187,77167,91034,201316,271826,323083,595435,1452939
46152,140964,75748,92756,196030,276193,316256,582340,1567226
47201,140040,77225,96156,196924,275704,314051,625088,2046488
45979,139849,78443,95050,201366,272524,367697,673357,1500286
46116,139595,105321,91770,198489,302876,346311,650475,1443663
46292,139186,103087,94754,201549,296956,338268,608284,1796720
46172,140445,109844,94280,195395,292211,335781,617386,1330998
47254,138996,133393,95112,197985,283039,308997,615118,1488322
46116,138954,131851,94494,200956,273354,331500,623864,1971974
46430,149544,123206,93577,198988,276048,326109,654089,1444076
45797,141066,102973,93109,202782,281660,311278,638876,1411227
46168,140122,83927,94678,201480,274325,315354,643512,1955427
46878,139026,79505,97201,200476,274281,342610,632721,1560614
46103,138856,77573,94908,203212,274732,323657,706269,1497770
46644,138591,76131,93530,201242,270617,353389,621621,3555539
45984,138607,76050,93948,200334,271314,363829,604159,2333017
45988,138322,75222,92331,206727,276341,341170,600201,1639813
45697,138354,75736,93937,201441,269027,332373,606159,1893347
52963,138815,80207,93578,197686,274728,326099,669476,1516712
46873,141330,77612,93887,198570,273977,343820,937836,1478465
45554,140253,79763,132669,198063,268644,323430,665533,2871056
47366,139058,76962,141975,198772,275445,320303,599630,1862665
45930,138682,76170,117931,198627,277478,312329,601042,1876782
46635,138554,77583,104636,202456,267597,330603,604465,3170776
45906,139164,75575,96671,207807,275379,331632,617856,1530169
46063,138264,74951,96833,200761,269692,317769,645302,1768184
45379,140283,77790,96458,202333,278381,322295,630795,1843471
45077,141175,82226,97236,199411,273620,341322,598894,1441258
46712,142786,75747,95550,201310,271916,320614,628839,1461283
46235,141092,77959,95372,206351,276656,322777,635965,2069764
45714,139483,77173,110824,200683,280229,645389,641499,1444308
45543,150735,75647,104390,202554,276980,331889,619231,1593831
46098,143994,76051,94768,199167,268351,328406,621524,1956206
45898,141622,76717,96322,202194,267962,322524,600735,1518260
46736,139699,75803,92689,198195,269039,311115,610638,1540298
47007,138145,76782,100825,200681,266730,318040,685439,2524477
46392,139202,79640,97793,204609,272126,325929,640686,1474924
45474,150990,76868,95902,200747,272641,369209,608547,1562927
46314,141326,73931,94799,201859,266786,331715,619329,1807104
45937,138608,76665,96799,200240,270483,378396,595076,1448542
