SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
206990,300906,656154,1242875,249260,348548,841805,1320668,3634744
210116,296569,671207,1240596,251776,336304,805493,1407330,3401853
208030,300754,661417,1243885,268228,358477,579805,1399277,2655438
211058,298669,680549,1239151,248799,358939,835198,1338142,3693355
210838,301566,669243,1305216,266068,348673,572432,2036270,3373516
210731,296548,702738,1429095,264679,348744,585189,1647496,2905212
213997,301225,655104,1314072,249684,358966,590016,1482162,3861084
210166,296994,696120,1242599,248930,347685,579095,1445116,3699186
211986,302250,650611,1239562,264043,359547,595876,1451612,2904485
215912,296173,682033,1241218,243498,349770,588688,1575726,3421197
212516,301044,667173,1232244,273914,352251,582356,1619846,3367978
208546,296612,679949,1240821,264727,357812,595341,1598558,2911690
211383,301888,665757,1234824,245336,342116,595361,1495647,3477422
212703,294705,691037,1244278,243070,368566,574563,1564937,3755527
214799,300352,658371,1239611,289723,347510,574115,1497096,3045853
211379,296039,677213,1242487,250710,353088,1141455,1550055,3638001
210082,301265,667921,1238399,247233,346524,938850,1417319,3346382
216967,297292,667318,1238354,275058,358377,869914,1525631,2662525
217238,295897,668781,1235691,261817,354916,886213,1480089,3767330
201431,294795,665138,1251857,279668,353397,822152,1531167,3504704
209603,294916,658352,1236119,237210,351967,838698,1445692,3179349
202043,294026,672073,1255396,244390,348594,802019,1417655,4084338
202410,295829,660715,1232846,235085,348524,795334,1494190,3688700
203178,297080,670490,1240282,256410,375533,750252,1438387,2872418
205155,296756,664410,1237463,241494,370835,772817,1365439,3381060
200336,295760,675987,1235335,243792,376609,728219,1437324,3383420
206726,296984,660962,1248428,250240,347986,747577,1488902,2787090
202513,294379,666491,1239284,240253,348303,711408,1588158,3334405
211378,297918,660516,1241579,245016,341184,661476,1666864,3227336
205016,297785,680598,1245845,272966,352920,674678,1519343,3282027
203419,297501,663954,1233896,240072,340771,668217,1421003,3720494
212856,295660,678086,1231761,241355,337105,661602,1440579,3551912
202543,294864,668081,1249358,246192,338847,639807,1610569,2802788
202149,301460,677753,1239883,250575,352288,641678,1468698,3292297
210989,294004,657919,1250940,263306,350659,624863,1488106,3875447
202068,302330,670342,1245183,247369,362770,611088,1567480,2894501
200967,297085,666245,1242424,242874,355528,636170,1531082,4100592
206294,302766,674751,1237234,241794,346657,608358,1459525,3666610
203150,296030,669774,1239722,255060,357536,589192,1516696,2873413
200024,302406,670178,1246163,275269,341186,608038,1504923,3435777
204158,296331,659269,1250821,249057,351364,585242,1518876,3351173
203970,300239,663822,1240749,244242,359306,565310,1399955,2849035
207186,296144,663656,1231738,247498,366006,589959,1516022,3423554
206095,301892,680492,1238645,270065,339914,578459,1502770,3763291
203616,295012,691666,1245181,269696,363904,590267,1445348,3055319
206950,300977,674102,1240089,253147,354563,602038,1442893,3512735
202698,296248,658659,1247627,268743,336981,591923,1409429,3331381
200869,299820,664061,1238978,250214,355214,584479,1326605,2792744
212333,296603,665210,1241047,245354,354108,595714,1272819,3390550
210049,297599,680960,1235221,241235,342530,866291,1396065,3278928
198854,295980,665467,1238888,280889,346334,689240,1989205,2677751
198899,303371,671379,1236141,251170,354505,661855,1615517,3952622
198191,295390,666870,1239000,244591,341523,587481,1495377,3731830
197239,303292,665942,1239307,247665,371441,866232,1471386,2876613
197260,294912,653823,1256997,246649,345361,638593,1441286,3321407
195781,302264,668007,1244059,248221,345134,826704,1510248,3227550
198398,291434,677568,1253841,244030,350279,870626,1547292,3090497
197805,296818,674620,1240297,239943,344020,614287,1574908,3786476
194609,296088,665588,1255894,238232,354803,584561,1457411,3658392
203101,296223,683180,1244543,283339,346693,588469,1535451,3315058
199247,296441,683419,1249523,255153,342427,865450,1501818,3766675
199684,296022,701345,1240581,257523,346316,748045,1442762,3391264
206420,296502,662317,1247743,250579,345266,854091,1468386,2589449
198433,296074,685900,1252252,264171,337493,809641,1528541,3208092
199388,296058,664971,1234786,249475,345061,606988,1507379,3539523
202030,295634,682338,1241621,263151,353865,577121,1360266,2970613
197839,295563,657855,1235880,251977,356794,840464,1512664,4104511
197557,296267,663996,1242029,264159,347073,609622,1375487,3765344
202843,291232,658224,1245222,247187,358378,849517,1379545,2915017
198646,296760,672953,1247277,244426,347080,610468,1418117,3444040
198836,295615,671921,1250487,249448,344645,839848,1410166,3515268
203921,294432,673674,1250282,256504,352305,610392,1449699,2851751
197391,293674,666928,1236516,245841,331435,853815,1476101,3328819
197215,295273,661656,1237709,244586,354933,881108,1970064,3787904
198359,300703,656231,1244357,272933,362099,878902,1661177,3294679
197737,295907,672859,1229607,240637,351462,825779,1489836,3688668
199836,300239,676959,1242314,248580,352651,576946,1526305,3526027
201310,296131,681402,1241312,244601,341719,589157,1455623,2809321
196684,301613,663976,1246566,250951,350018,600856,1572299,3550425
198538,296405,666325,1230132,255617,347317,862688,1580187,3419792
199112,301065,657559,1251538,262075,367567,762105,1579941,2775024
202929,295773,667682,1245418,253914,339476,826056,1578178,3793815
190042,302111,662941,1233046,258300,341297,825627,1529149,3896153
192236,297813,682553,1241801,246021,353779,573592,1497299,3030805
191894,301481,666335,1237318,267004,354315,779680,1407003,3452414
198541,294883,686929,1242355,242750,340485,790872,1472610,3391457
194698,305295,657673,1253771,242536,366795,738588,1538613,2743536
