b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
10420,13715,21240,34305,59900,111735,215255,428935,870770,1846035,3660490,7367380,14988760,29695385,59328050,118569025,249379920
10690,13690,21970,34545,60415,112045,215795,425735,881720,1843420,3670240,7393170,14957160,29707220,59448450,118624740,249286165
10670,14120,21930,34310,60215,112065,215355,451070,887670,1844230,3677010,7351955,14985715,29669520,59292875,118618040,249199045
11035,13580,21535,34585,60185,112525,217525,443605,888100,1842795,3668830,7384550,14988655,29712245,59242095,118590365,249396195
10730,13755,21625,34560,59970,112005,215315,439355,879810,1844325,3678855,7407155,14937535,29718715,59322735,118458805,249255085
10765,13830,21510,34295,60555,111900,215620,434040,859785,1847690,3666765,7388755,15026285,29703790,59331150,118550815,249493320
10905,13935,21230,34430,60335,112865,216135,433300,876520,1847470,3656740,7434940,14987450,29685725,59299575,118555170,249319355
10490,13660,21295,34290,60505,112635,217085,431545,857665,1851765,3664335,7361670,14932390,29724500,59335655,118596670,249353540
10630,13770,21560,34715,60400,112490,215375,438205,901835,1852045,3673700,7359415,14971120,29687855,59337995,118564990,249108220
10840,13790,22015,35150,59965,112315,216605,428195,871370,1850260,3676940,7346360,14919070,29688180,59273675,118578560,249224515
9890,13890,21300,34860,61390,112000,217355,436725,873060,1846185,3674180,7367550,14945775,29714625,59253950,118551945,249511585
9890,13825,21530,34385,60150,112160,215750,428280,863500,1852410,3667270,7365085,14917495,29724585,59353610,118549105,249235915
10630,13935,21780,34835,60210,111980,224435,429025,862220,1849495,3671130,7408745,14982750,29682325,59333990,118568150,249329635
10570,13795,21885,34115,60490,112160,216725,442220,860405,1843715,3667250,7381420,14903740,29735120,59302970,118565875,249332905
10730,13510,21590,34455,59990,111780,215785,428985,882825,1842190,3677680,7370400,14957685,29710480,59309175,118556620,249185200
10625,13680,21260,34380,60210,112250,216910,437175,876110,1841795,3664260,7399215,14985330,29691090,59323170,118594750,249329215
10655,13855,21510,34305,61500,112290,215770,436090,864265,1853265,3667445,7346630,14984865,29714285,59351190,118589005,249210800
10715,13735,20850,34145,60415,112025,215770,437385,860460,1843745,3675460,7429980,14953945,29705675,59344415,118562370,249475880
10725,13980,21630,34390,60455,112735,216475,455820,868685,1841975,3672690,7380640,15023010,29692620,59339335,118584860,249333820
10475,13670,21830,34565,60525,112310,215630,449645,856750,1841055,3666295,7381435,14953120,29728950,59304700,118573220,249384220
11000,13565,21280,34765,59875,112035,216755,453235,882890,1842155,3669380,7390630,14942425,29749130,59305090,118605675,249326250
10710,13710,21550,34275,60165,112005,216865,443175,882705,1841105,3674270,7395295,15011105,29751040,59353185,118628325,249458790
10875,13885,20590,34490,59990,112010,217115,437040,887590,1847205,3653060,7368070,14991935,29733100,59380940,118526390,249404030
10955,13845,20960,34450,60040,112100,216010,435015,882645,1848480,3667795,7382650,15011465,29738150,59314100,118564650,249288670
10885,13885,20890,34580,60350,112025,216830,433040,867490,1847410,3670145,7365965,14954600,29757915,59273770,118592295,249399140
10590,13935,21010,34155,59935,112215,219190,431035,863795,1845025,3672025,7367670,14951935,29745785,59340440,118625540,249289115
10880,13560,20655,34750,61310,112060,219525,439815,875775,1845400,3673360,7377925,15023265,29778350,59314525,118567075,249173835
10700,13510,20910,34900,59955,112810,219765,429755,878330,1850135,3662565,7396175,14964080,29745415,59330330,118575135,249355105
10895,13620,20945,34650,59970,112295,219625,428760,865340,1844455,3670015,7361005,14944450,29722490,59363775,118587150,249261220
10825,13930,20640,34665,60160,111980,219470,427615,869735,1846535,3665885,7427240,14878880,29692955,59324050,118597880,249340670
10680,14035,20940,34310,59985,112315,219630,428605,857050,1849745,3653400,7435165,14935070,29699050,59316660,118588100,249239515
10620,13995,20640,34840,60615,111900,218580,427710,854510,1841990,3672830,7409100,14978360,29704540,59338965,118576820,249452880
10645,13955,20990,34635,60380,112125,218000,428700,900670,1846110,3668020,7392330,15019120,29723050,59323230,118594345,249277775
