SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288,SHIR FPGA b1048576
191215,202785,228609,250001,297012,380246,700651,1204704,2068670,3787100,9864371,17157379,31226339,74757762,159005195,225701634,433319171
189392,204834,233192,248406,307835,363748,726899,1163799,2052387,3785135,9967710,17040523,31499853,74543372,198461519,225727236,433118047
198806,200665,230037,249640,307912,378032,745778,1162182,1970308,3843203,9585113,17056053,31236245,74694890,159399992,225402528,433679455
192077,207316,222652,266933,306354,360254,755839,1096497,1969477,3818968,9956111,17031231,31313719,74642890,176763811,226442104,434092607
190994,206048,223485,248332,319455,358753,929337,1108291,2127181,3809206,9541925,17024998,31299667,74811996,160737505,225386788,436076829
193334,216816,223924,247861,303508,360924,671308,1088798,2159925,3836738,9923162,17082109,31552196,74486518,162336666,226681945,437153112
190323,202925,224126,262851,300185,361364,636379,1079931,2078860,3878210,9616410,17022943,31347041,74699534,161852104,225470717,436599580
190691,211396,228314,250712,315043,362733,641347,1115502,2065961,3765210,9933176,17105937,31284741,74631672,161572090,225242370,439074832
192719,201957,222691,247277,296588,359849,582464,1107154,2012401,3810385,9502479,16983813,30309903,74610267,161600656,225240528,436060666
191431,204005,232402,246789,303333,366597,572316,1097555,2007277,3790680,9954872,17081845,31271640,74755399,169442838,225317747,437021921
192188,201449,224645,246949,298108,365381,589762,1104269,2234755,3841832,9570041,17047276,31246963,74806570,185811711,225600015,437028306
190863,198892,228463,266507,330277,363792,568554,1092916,2139310,3811599,9685602,17052261,31260265,74523682,161286830,225863275,436987941
189115,209346,223470,247007,299979,375539,566867,1122755,2087830,3840164,9740933,17035542,31313876,74629640,161370575,224969673,438346730
200721,198762,224617,252123,325717,356127,559432,1149307,2054748,3756143,12310477,15830070,31281326,74474926,161213391,226009798,436574535
191221,212496,235294,246816,314566,360730,563220,1151688,2017130,3832954,9579518,14246346,31666126,74752014,178488535,226060344,439491767
192311,203425,223419,251151,306578,379062,569326,1148824,1970025,5866337,9987409,14339999,31410877,74609444,167544145,225449189,435369368
192475,204459,226171,250000,300659,359297,561260,1118725,2215941,3764216,9821138,15668886,31398525,74964563,161593873,225930521,435343517
192670,204028,223478,249474,335310,376112,570541,1312936,2150111,3798335,9614121,15286144,31427023,74681433,179700033,225462268,434447637
190835,207975,224350,249314,300065,374989,592530,1221696,2104352,5818660,9973261,15837013,31317590,74730845,167692406,225979014,438108213
196455,201031,229262,251003,320538,384391,601618,1199614,2109202,3738086,9843533,16969619,31321607,74838670,172724181,225625890,435087494
191600,204400,225958,248059,299071,358647,626027,1116221,2007045,3857625,9545994,17040825,31454046,74912472,189830070,225515202,436472972
195267,215695,223051,254490,304644,372856,613542,1166295,2105727,5772819,10123667,17138392,31392311,74683133,160964854,225486112,433403239
193111,201471,233191,248510,305959,376478,588442,1150331,2267970,3841142,9796271,17037032,80494475,74787764,160863673,225182378,433896689
190325,201382,227006,265239,321916,363129,596799,1124488,2140249,3807731,10176240,17068156,31455463,74785031,170980784,226157518,436997059
201519,208222,230123,251527,300018,375918,609380,1119885,2113406,3801960,9797332,17012822,31437680,74783949,161565838,225592022,437409763
190757,203745,232584,247337,307377,369068,719360,1121076,2060326,3799346,10107125,17034497,31353300,74802213,153645442,225861283,435950555
189015,203986,223433,261857,297578,372118,629829,1137293,2021688,3771744,9767289,17041957,31424134,75222392,181997232,226279871,435112926
192067,204427,228958,257086,308695,373392,649868,1103504,2008584,5886208,10146921,17039707,31498231,74535579,185298413,225316795,436503020
189418,214755,230104,258994,295568,11994234,704784,1112234,2115413,3792469,9842598,17033420,32195139,74729533,155067515,225987480,435485171
191347,203637,225055,261036,304255,397003,691732,1122313,2131374,3821961,9736500,17052668,30788400,74636160,160705166,226616124,435648625
193428,203435,230180,258414,296501,381829,681808,1116224,2073348,3814972,9475042,17001789,31369032,74324173,165052336,226461191,433766576
190650,200286,223764,249760,308387,357047,691373,1159172,1992114,3778607,10061509,17027539,31232045,73624444,154175607,226015669,435292573
201295,202229,223473,259489,322938,373145,696680,1125756,1980810,3847763,9521149,17029501,31282686,74863708,158340070,226150758,436171291
193209,200204,224645,249420,303924,372418,679689,1318453,2097918,3793655,10006399,16682239,31400663,74667299,162688011,225410909,437534073
190205,202173,222097,247999,302576,355302,713715,1168376,2243272,3852814,9510467,17160711,31242862,74761066,177371275,226177102,445401076
202960,209097,223011,251353,300680,369817,712077,1124852,2143015,3818190,9941460,15822022,33742452,74618003,157270365,226163315,435512973
191658,203779,222535,249177,304567,354082,733243,1165884,2168525,5812381,9813014,14425595,31130864,74647989,174556414,225665594,437250319
191297,200985,222334,253655,312354,358087,738927,1179770,2066562,3744493,9599805,14170490,31150589,107940648,187437599,225277750,435654370
191901,202124,232914,249410,299306,370879,756646,1150290,2011006,3858817,9712572,15521353,31203950,74860934,168740221,225352571,435440189
191759,203984,225189,250386,301627,358977,718201,1150462,1991749,3781812,9526118,15888033,31266260,74947517,162666567,228907219,433836145
190456,206963,230237,248643,16596288,379583,691689,1172051,2145073,3797242,9922471,15485252,31389118,74750723,167574349,225631341,434544458
193067,220459,222639,267175,306422,364997,680020,1116187,2095164,3830366,9501804,17009681,31171003,74631526,159434153,225704579,439362470
190630,223021,223793,249288,308509,380052,716141,1107092,2074897,3822723,9943519,16945177,31225182,74413358,157398334,227827107,436087228
197643,205002,241318,250744,315104,384893,682997,1103662,2021638,3794842,9527948,16928838,31158149,74248111,175187565,224485439,432597862
208141,211683,229401,248949,300815,367913,719936,1112194,2005754,3757827,10029320,16990348,31164225,74684643,206272880,224481787,442184922
203259,200384,221917,267333,302259,361935,709301,1124722,2064624,3724170,9570275,16999605,30251617,74630227,202523716,224253492,434664525
193486,203561,228312,249723,303757,372975,705522,1150606,2220019,3863685,9778910,16976545,30179419,74538885,182124864,223972293,433813790
189861,203378,230110,253243,317149,360422,718324,1116657,2169249,3786522,10004261,17097498,30157777,74605032,155454123,224275549,432758159
188307,203018,222986,248618,302078,377846,704969,1227292,2077770,3844432,9493061,17041164,30184044,74589305,181880251,224952672,432777693
191372,207804,240986,250434,305981,358255,719318,1165815,2064020,5801257,9737143,16988745,30134301,74486378,188114977,224090140,432936173
188350,202878,249150,247049,319082,357149,737457,1167680,2008088,3824879,9980446,16674207,30240994,74478784,172757133,224229278,433180425
197538,228248,239074,250032,318561,368454,730497,1194323,2007937,3819080,9537830,17250005,30222336,75560224,174591389,223729576,435398296
190938,217316,234660,246735,307957,364281,704281,1134832,1993732,5845048,10010631,17078801,31472484,74552461,160020764,224395345,436898691
189488,212109,232767,251111,311422,379034,730114,1401172,2152313,3792863,9516424,37850712,31158614,74463191,160692472,224735292,435659848
281291,204332,222941,250980,303773,358104,703103,1216429,2107993,3935613,9807927,17271778,31109980,75008171,162713704,225011681,435697404
219443,206872,223112,253048,305264,378172,736011,1244929,2110543,3807304,9611872,17383661,31440343,74596467,157968530,225328298,435819845
205339,221165,223439,247091,296352,355811,736782,1202794,2042754,3775950,9978922,17276520,31177297,74615723,178040878,226563890,437814979
196498,217799,221908,264142,314390,365779,703026,1198137,2023033,3789436,9579490,17372062,31172300,74610396,186185024,225480384,434546121
191003,201699,223888,248161,297755,380413,733178,1187843,1958173,3845246,10051100,17442374,31399444,74759769,186777661,224926113,434465599
195834,204832,244195,251009,304149,373764,676959,1128403,2139248,3716711,9631445,17426358,31132830,74367311,182066016,224868343,435213389
189838,210958,222900,249433,316100,371638,677522,1138965,3621863,3805814,9922876,17391635,31095650,74896930,178945505,220747770,433707336
187547,203781,223624,257743,303397,356715,669674,1139081,2153795,4292469,9483507,15819546,31148714,74779576,180129784,219150475,435325167
191195,206484,229275,255846,305933,370849,684659,1153665,2055148,3839258,9992106,15722913,31298666,74758839,160245171,224714875,434952635
188331,200614,221774,266369,308764,370107,653109,1110323,2111929,3711693,9608920,15769623,31209079,74543391,159795082,225764316,433845670
188947,201784,225608,255880,315715,356674,656044,1148088,2228096,3839987,9932482,15835460,31365466,74507680,206410085,225682458,433259516
191661,202135,221443,250527,304377,356397,662461,1163500,2065869,3800164,9551670,15861241,31099757,102294356,164303368,224094581,435426046
192731,200798,237453,257088,300397,373473,732287,1162518,2103880,3805550,10021464,15853299,31255701,74893419,159501234,224213408,436718430
197632,214032,241459,262312,312159,376276,706757,1173864,4647264,3823992,9908899,16937328,30364586,74792878,185474062,224345594,434154394
191595,200269,225336,249194,295089,370126,710833,1122760,2019834,5729943,9955505,17390265,30177031,74623424,160030845,224712671,437712995
191033,211182,222583,253628,321347,360133,727384,1125907,2007500,3857752,9714949,17392257,30100294,74705460,159406123,217626421,436803560
202255,199298,227554,250739,298762,359157,720660,1297921,2256414,3841480,9925657,17316879,35931591,74886153,169343505,224559848,435752927
188729,206351,222682,2809179,299538,369734,785601,1191141,2126770,3756532,9574802,17386849,30095138,74692494,159838171,224298047,433389971
192258,205511,230987,274257,305666,379083,691786,1161707,2070848,3877960,9851782,17338542,32047562,74763109,159940810,224514679,436335957
195420,204307,228493,252897,321403,371324,679182,1162662,2022668,3910397,9561162,17323749,31270104,74655253,163068592,223169858,437965895
189437,208359,223112,266027,297274,362402,674096,1153075,2044973,3849102,9994476,17313265,31369491,74830764,160146636,224547039,443567366
188957,201775,229832,250111,302641,360139,672315,1158022,2003349,3792138,9510859,17174470,31284677,74550080,179982785,224962571,437384263
191772,211984,232485,251715,316854,8425912,709360,1141588,2164379,5707531,9938333,17390038,31348145,74747080,173856200,224360873,436382290
189743,200123,228325,250799,312216,380360,715198,1127305,2098439,4059771,9552592,17459646,31222554,74737006,190680013,224866865,434598950
193168,196352,222849,248560,305013,359090,700698,1165832,2133741,3840681,10107019,17363005,31289977,74567426,161355615,223600714,435149837
190193,202916,224111,249169,304922,367949,680001,1078813,2096171,3763768,9503194,17638761,31311596,99773143,170595203,224359790,436891253
188364,205030,231392,250590,296141,360207,697262,1075288,2143845,3854745,10038542,17388369,31331173,74773422,161169111,224391566,437917786
201498,205443,229038,248417,302187,385451,952161,1086017,2052959,5860853,9687323,17295750,31427982,74503990,160939932,224083059,437066637
191566,199141,225100,255618,306656,378242,678063,1092223,2290441,3771202,9711225,17112101,31324696,74754980,178666386,227675037,434650602
189867,207875,230300,257726,305907,361013,619197,1083503,2131776,3830705,9625073,15847714,31460689,74584169,160897900,224644985,436475028
196918,202302,222107,256922,297251,359570,597304,1075778,2084753,5737153,9789926,14396079,31416998,74705691,175491994,223800947,434515301
191430,205043,224994,260817,301119,359651,596134,1093311,2062130,3789880,10103636,14158368,30080603,81891284,160103847,223461972,437155239
190369,204946,220995,249591,308046,377638,594287,1090635,2031859,3772150,9534568,15597722,30154606,74663827,160913472,227076152,435941524
191845,204133,221323,250732,313853,369200,578508,1057725,2046773,3846087,9972638,15851763,30073466,74969518,160187063,223706588,436884338
194370,201454,232180,260588,9782147,375636,591449,1063942,2206848,3796197,9995217,15872111,31340397,73703107,160669564,223819207,437535121
200350,203485,243409,250140,326982,375262,579324,1340201,2140682,3825656,9848740,17336507,31422231,74286703,160721743,227816789,433691635
193275,210623,241454,252256,305896,358837,624689,1219255,2114848,3866150,10280993,17318949,31380303,74695531,160736569,224506677,433730307
189856,204070,234684,248637,305682,374012,596485,1115316,2020853,3826324,9745503,17421039,31321175,75061878,174769487,225370489,433788105
6595956,204825,447346,247412,316866,377697,575576,1062837,2003686,3791207,10204135,17394390,31307619,74862894,174608911,224231322,433802875
208416,202546,225806,250787,302570,360171,608189,1079761,1978542,3815868,9792144,17443868,31660244,89312602,184081101,224911407,434590520
196178,203591,230896,245427,311937,363499,609787,1116089,2247379,3781693,10163707,17296436,31334125,88321859,184441272,224261811,434779685
189160,204978,225256,250913,306044,361138,616557,1092130,2109933,3876159,9788746,17398609,31265344,75522715,194516682,224456251,434345483
194356,202164,225652,247890,298907,372594,640968,1085833,2093052,3804691,10224983,17364545,31820057,75843446,164398352,224626253,434484662
190038,212256,226107,251948,303893,367525,586964,1072795,2076539,3782430,15401120,17363977,31433595,76463673,161024644,224518697,435751226
188359,221647,225490,250547,306793,360414,569229,1078904,2002157,3849852,9767374,17354319,31713034,75406704,161325704,224140897,434471992
198679,217324,224606,249411,301657,356162,571344,1097349,1970124,3761095,10255289,17408552,31307062,75159438,161331719,224609419,434145155
189930,201160,222145,249006,298540,353987,604807,1116554,2153637,3801377,9823686,21510191,31462227,88604169,163242617,229724950,435069803
189163,202980,229108,253557,307357,370553,604480,1053252,2157734,3814650,9819253,16984673,31301910,76854404,161522821,224782114,435185772
188933,206536,232585,251168,300169,377311,602762,1053274,2089668,3832569,10075688,17426324,31331649,76924954,160955051,224780446,436848245
187728,202059,224085,249833,311687,379074,595003,1083919,2057259,3735146,9780571,17370215,31314605,75288212,182878915,224692855,438085414
190468,205702,226634,269039,299865,8647332,650630,1057671,2043688,3843527,10262866,17277054,31251669,75312622,162210397,224477736,434682750
190018,206404,228675,251046,303967,375164,673347,1071233,2107579,3778351,9905655,17447140,31323404,75260441,161874948,224689547,437359306
188771,212469,223343,251486,297762,362757,641423,1009766,2239753,3774756,10199424,17382234,31369870,75380156,165264861,224216502,436766585
195332,204877,224576,251047,303668,363482,661043,1064902,2218963,3857485,8227179,17348441,31254316,109893592,215677081,225168925,436900695
191147,203181,232303,252575,296931,358533,696882,1263268,2289574,3854105,7150687,15791242,31321723,75547952,169932730,224342279,436221494
187384,205248,227897,251166,309116,362326,633885,1184029,2057547,3800554,12349257,14143796,31583672,75336629,162401929,225080858,436749165
196994,200619,240435,252597,295759,373598,677108,1116649,2020458,3837266,9797870,15895982,32629184,75332061,195069579,225275657,434299016
