x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
1142123,1157498,1025322,1077657,1015499,962963,1097379,1248622,2484815
1145254,1154192,1024756,1070558,1020604,954707,1110317,1312001,3109874
1144076,1153251,1050189,1088216,1024839,961377,1091567,1260758,2604514
1142086,1149718,1035559,1080627,1011519,955641,1092885,1295696,2418547
1144575,1153611,1041824,1079045,1029780,962797,1088533,1238902,3309226
1143658,1152612,1023245,1076138,1017211,981835,1114720,1312363,2074373
1144993,1154107,1057676,1074997,1018062,974172,1080385,1242827,2096531
1141314,1150344,1026130,1105982,1006758,957819,1086385,1284518,1737114
1142588,1156767,1024719,1082413,1001888,963717,1102311,1248859,1699441
1143917,1152788,1044634,1074138,1020844,968478,1080803,1288066,2748782
1137861,1155449,1037939,1080753,1015316,950721,1113961,1233643,1711217
1138828,1155140,1024976,1071501,999646,962371,1073678,1326854,1642388
1141485,1160779,1041657,1082699,1006032,965002,1085419,1243675,1658106
1140435,1153137,1038907,1096553,1025361,954379,1082508,1313097,1830269
1147713,1157939,1027519,1081725,1017326,962754,1094869,1268865,3563656
1141674,1153927,1020855,1073365,1006687,968543,1102172,1306632,2178519
1142031,1159592,1045275,1087247,1000292,959718,1093324,1246089,1804183
1149976,1151349,1035652,1087032,1009619,954628,1097763,1309616,1602000
1139995,1156211,1048254,1077284,1007481,964017,1092473,1266610,1678763
1144935,1152311,1023828,1072409,1006283,975673,1104255,1477751,2685010
1150898,1153350,1062759,1086676,1014474,972908,1098101,1272408,1548961
1164155,1156024,1024039,1086796,1007044,965845,1080722,1233959,1515997
1187251,1153711,1034913,1090339,1002080,964599,1096647,1217298,1715351
1141606,1150697,1034381,1094823,1008447,968072,1116998,1270638,2850661
1143579,1153711,1025318,1078933,1020255,964394,1116840,1284833,1719689
1141376,1156325,1035762,1090445,1001749,964225,1082656,1295627,1586155
1142755,1149449,1039940,1068958,1015901,945144,1102119,1248952,1561343
1141621,1150387,1048482,1090024,1014202,949018,1116923,1284462,1659436
1142822,1150445,1046684,1083895,1007067,966842,1109660,1262034,2892441
1141510,1152077,1018675,1076943,1010140,960840,1092730,1278749,1569280
1142803,1151871,1037621,1081741,1009863,975800,1089006,1243654,1906853
1145152,1150788,1048405,1075025,1013247,963462,1085406,1300312,1647092
1138203,1154815,1036989,1075292,1015414,957694,1117629,1247528,1745848
1143270,1152494,1041388,1072597,1024531,964572,1140744,1258972,3011541
1146229,1152477,1024871,1082043,1008386,963134,1116056,1278617,1726042
1138515,1148692,1031285,1077456,1017514,955315,1112221,1299761,1668295
1139965,1152851,1039088,1082992,1010114,961786,1119787,1261584,1511214
1148074,1151946,1047351,1087496,1005335,969355,1082376,1327981,1680859
1142187,1150032,1041352,1083173,1010003,960210,1110055,1262405,2994068
1139275,1155026,1052344,1070987,1009291,975127,1097054,1327173,1692955
1147463,1149793,1047879,1087985,1021338,960635,1082121,1315368,1583081
1142617,1154841,1031448,1095495,1011902,972881,1091300,1308973,1543529
1140017,1152176,1055287,1102415,1007898,965031,1320458,1239351,1726213
1142284,1156090,1049370,1094634,1018737,948341,1075252,1285476,2833304
1143399,1152299,1042728,1079065,1001243,959508,1013328,1454390,1619964
1140631,1156396,1041121,1077780,1011303,969852,1016334,1345313,1566658
1142689,1149801,1043725,1093112,999862,949024,982180,1225715,1650533
1144452,1151556,1031527,1088913,1027745,974449,1024248,1238436,1755692
1141858,1153565,1037142,1092633,1007612,966579,1028782,1250435,2988303
1142570,1151581,1033651,1104553,1009270,965397,1016742,1355819,1641527
1142535,1148191,1045625,1088820,1002777,967256,1014768,1254724,1569590
1142020,1153848,1024255,1083915,1010488,966826,1035862,1335176,1497371
1139106,1154820,1044098,1076597,1008350,957858,1000036,1236583,1628152
1141500,1152028,1032821,1083181,1017658,952998,1004797,1320930,2789555
1142945,1151073,1041592,1086105,1031761,953258,1010353,1244782,1864829
1142144,1150312,1038046,1074672,1005831,970927,1003536,1298397,1708233
1140690,1151329,1037069,1088564,1020858,968553,1053020,1246551,1553883
1148408,1152749,1045441,1078420,1007774,959728,1053755,1328486,1665605
1139664,1151941,1032507,1077850,1008640,970388,1056544,1239883,2854431
1139957,1149085,1024250,1071479,1020818,969570,1047632,1292871,1641929
1145321,1151149,1043103,1099360,1018757,962579,1118895,1231376,1518035
1139892,1148987,1045625,1083599,1005917,978551,1089372,1288360,1495899
1143572,1152437,1044743,1081988,1011074,968238,1119808,1230196,1921774
1147486,1151594,1040103,1089050,1008013,970612,1097434,1288473,2990666
1139958,1157378,1047438,1083481,1019557,944128,1071043,1233220,1641783
