x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
57499354,56643899,56608278,56086184,57778193,56917316,61518155,59648259,63471659
57159648,58637166,55899917,56085587,56712327,56799991,58771805,60476053,65073139
58089733,56989726,55811646,56541134,58017740,56638223,58043968,59796223,62611683
57717522,56531087,57545223,55688070,58898199,56712487,58365204,59528517,63540824
56604988,56620428,58745572,57732799,56561418,56788637,58502097,60640407,62116636
57860369,56339183,57533160,59066467,56755454,56704372,57511667,60217237,63583407
57793596,56547785,57661850,60488978,57956811,57308912,59349640,60447701,64615829
56984153,56736438,57178392,61085760,57622991,56532586,60157867,60672076,65561203
58286395,56876626,58356759,60711637,58088474,56038738,62464659,60630459,65329615
57249822,57325049,56498371,57463660,58170392,56729827,62891314,60187979,65249906
57198863,57360409,56427349,56309618,57785921,57252486,59824721,59819938,65139399
56772439,57323779,59790002,56509111,57920186,57639280,58213717,59993503,64561501
56507688,56858513,56855586,56192904,58368446,56727657,58503486,59620962,62069171
57201639,56387500,57283547,57713505,59329832,56689320,58485180,60157521,63007563
56314234,56586465,57915533,57536629,60383161,56792780,58823948,59577663,62012322
56498457,57916274,56010905,57787860,61536061,57775532,59305572,59774207,65388084
57038767,56628602,57462574,57968217,61374757,57547942,59639856,59726801,63563297
57103467,56438119,57980123,57850753,61134312,57254958,60238009,59909064,63139263
56943079,56566608,60165189,58883938,60604468,57216160,58667605,59711845,62676982
58179521,56537935,60044413,58068873,61077314,56541677,59440302,59982901,63736612
55939534,56612505,70027520,57690425,59770819,56748306,59759213,59234842,63904569
57698073,57272027,64950371,59467653,60376754,56994333,59582484,60050931,65562735
57408046,57348915,59930725,59783456,60401748,56830557,60353313,59905058,63702049
56072370,57054330,57811295,57927585,61061006,56755836,60880964,59825904,67717532
57670039,57388364,57241103,57146966,58704008,56639598,61829915,59511633,67242300
57448335,56568574,58390466,57750199,56317512,60277087,62911594,59562780,67290048
56199508,58057701,59825095,58144540,56416151,57126541,63299833,59779724,66330349
