b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
46325,73175,62608,74144,199284,309446,517885,798067,1421481,4448022,7311549,12366403,22552752,41831858
64911,73641,62620,85322,207645,282624,453710,788974,1322015,4007117,7261630,13090741,22597208,42075813
64221,71274,64886,77217,197109,340727,497504,1683719,1247614,4554769,7159903,11894020,22791746,43525193
64409,71252,62542,77529,198361,397712,468209,937166,1384863,4651996,7195029,12876647,22897771,42629990
46053,72850,62011,75693,207139,297510,442966,812695,1402829,4305468,7397886,19667137,22363307,44360344
59328,74286,65250,88891,135675,285539,708876,1951098,1349834,4635046,7377725,12429262,22349468,42233421
46178,73333,62765,73473,129148,285090,490530,778992,2825260,4754103,6841596,12277504,22492910,42536277
47145,81906,62533,74456,122395,286411,580823,837889,1413318,4315652,7107219,12152733,22391312,44663898
46379,73815,64898,76508,126862,297352,733295,1969992,1296435,4477426,7170266,12200933,24783704,42518675
45529,68359,62602,73223,127310,277090,446933,786744,1219560,4366133,7050362,13885013,24740799,42243368
45303,64315,64004,74492,140411,292484,451125,806828,1275867,4199033,7689909,13147883,24776513,42309904
46128,64596,62321,83154,225444,285895,652433,1622830,1392443,4305938,6956370,13478921,26076762,44802070
52852,63682,61346,75816,132464,290991,468636,775657,1408940,4372048,6966306,12314278,24829439,43228181
53804,67067,61729,75735,121867,309074,488086,775564,1222645,4359760,7069764,12385468,23041964,42703950
60727,63580,64705,76962,193682,331122,473382,904076,1332125,4497283,7441135,12328752,22713725,42521509
52679,65833,65914,77565,200612,314205,457161,816732,2943017,4394915,7413131,13453599,25197944,42449275
53942,64582,63540,75951,250874,342471,470862,831211,1268392,4236768,7003767,13448649,22477516,41975115
59282,65903,63231,90448,247206,318332,554062,911880,1410908,4940883,6872895,13336728,22486216,42266634
53166,66613,65930,79478,217884,354417,844920,874308,1316610,4934692,7083269,11782332,22517896,42437105
54769,65008,65252,82547,240692,364174,516459,907615,1418323,4905663,7095587,19791851,25023225,41880617
56051,68604,64464,93260,214159,354109,523649,790028,1198115,4299366,7043904,12925087,22757342,42560009
53947,63455,65444,78066,238395,342371,825501,838060,1343795,4421090,7055008,12930002,25063288,42618070
52978,66670,63746,76111,211121,347670,511954,821959,1298106,4655813,7117910,12909152,22948014,43045020
52319,62999,65545,76283,211489,346782,526344,756730,1390638,5743634,6517274,12034903,22905935,42998431
47103,63331,64096,86582,229806,335144,811454,853561,2874897,15609626,6136677,11832976,22942661,42893920
54257,67046,68487,87953,237294,301601,528445,786073,1278945,4508007,7074797,12190378,25108534,44577850
45442,66077,64436,82459,209858,327147,564818,1855010,1254153,4575883,6517752,12966809,24710759,42393179
45251,74836,65631,85288,256929,504179,939045,801602,1385306,5359451,6071612,13334374,24881899,41788519
44231,67662,64000,79275,217547,320361,518327,833429,1396427,5734252,6892637,12949384,25051169,43516649
45175,67415,64183,77178,237011,370079,534702,831810,1222919,5678047,6960837,13399604,22669222,42984563
44764,67672,63411,79151,254790,364004,529607,783899,1355180,6055664,6473435,11819371,22642938,43598539
45387,66335,65543,85809,239913,343288,473309,879716,1293827,5255129,5586035,20821528,22798173,42919898
46747,69122,64377,73835,229134,331315,849839,774429,1322565,5813099,6154178,12290898,22733664,42143027
44863,64238,63330,74431,249648,328399,536068,778560,1301372,5125472,6542238,13525404,24824104,45185281
45015,67999,70854,82643,239217,310789,510890,845177,1532864,4661594,6552446,13522150,24746659,42626666
45925,67030,63679,75340,269828,342461,809976,773312,2886705,4942833,6514141,13556844,24946516,42475350
43317,64980,64827,72328,268901,318664,627957,872460,1231498,4371019,6262417,13514042,22786985,45011709
43623,66879,64034,81348,274746,340028,512847,1969719,1491927,5181227,9562684,12551334,22681755,42247811
46628,65737,64768,77671,228668,343286,491923,765516,2907486,5127818,15819385,12282548,22612063,42739023
44378,66092,64926,77548,237790,397729,514931,768389,1402832,5206088,6740400,21578912,22464248,43251631
43626,66746,63266,80485,266772,357247,502560,926438,1489571,4389797,22079416,15190834,23100240,43150180
43921,68204,64676,75158,233062,346607,551277,855320,2899270,4378729,6766669,19894281,22535098,42906103
43434,65669,62592,78461,267060,322343,515750,808069,1372765,3645041,6725511,11925974,22459447,45017945
43153,63836,64007,76027,238178,337984,502144,796303,1503290,2787079,6689679,12244541,22646695,42344222
43921,65825,64183,76678,202797,281039,478396,1597709,2793494,3660761,6849173,12159767,22523938,42338903
44363,65232,63117,79193,255187,326575,460546,821598,1358139,4881168,7491324,11848233,22490782,43417855
42725,64550,63995,75286,270723,292238,755440,761408,1164613,4559325,7455439,19209531,22724542,42446225
58898,61486,65217,73452,255477,303767,534546,798688,2692552,5003031,6954405,12208819,24889877,44331226
51810,66028,62442,72349,210704,294322,474198,836257,1404323,5111617,7500693,12206559,24899066,42340192
44923,67614,63949,73027,260495,269861,466804,816654,1334714,5134921,7469673,11808013,23103577,44393074
42772,64306,63234,76040,151381,282455,540344,862628,2758822,4708262,6642467,11804214,24319293,42733841
45188,65161,65995,74565,288401,336556,453375,759839,1284827,4440714,7017882,11834751,22622451,42472887
44048,63764,61532,72416,241707,311112,435010,747102,1461275,5240933,6680077,11887136,22650233,42259541
43143,65539,63749,72903,125458,326651,469919,814052,2813087,4528477,7011277,12138350,22643489,43679566
42969,65148,61958,72564,133212,305148,444860,846788,1211493,3991329,6991089,11755469,24996852,42561586
43935,64547,64162,74108,123400,303162,467792,851931,1257610,4376368,6923059,12296622,25041107,42725827
48736,66657,64174,77534,205773,269380,480156,821295,1227820,4444321,6999232,12214352,25044173,42938447
43285,64083,62135,82703,115451,296370,623766,820899,1503947,4404400,6787599,12229823,24951847,44537704
43225,69928,62230,77549,202427,308380,512538,745437,1318757,5057626,6974412,12024653,22854275,43708748
44002,64298,63953,76075,114402,292683,477213,780260,1462081,4626903,6954882,12246726,22798019,45030656
43604,64670,63921,77271,200488,259661,464709,809574,2854787,5109301,6902717,12187338,23117863,42270629
43654,65367,63534,75335,110458,254438,453340,1967544,1221350,4895924,6971950,12162086,22688180,42682875
44445,76145,64897,75683,210132,288081,521992,777750,1455674,4931261,6935573,12213259,22502224,44521878
42770,79815,62877,76617,108305,271808,452291,781125,2757404,4041910,6888046,12242657,22726827,42149039
43522,75133,64288,77376,178512,287892,468088,780108,1343844,4063124,6831936,12211105,22680760,41527045
43643,76900,64520,76496,109916,285705,465142,806756,1446555,4450960,6416721,12200939,25149397,42384393
43734,76564,65232,85379,270471,302946,456560,842266,2307837,4420621,5539870,12183561,25248243,44586157
45264,72965,63359,72898,273840,287034,455009,798844,1223710,4462687,6142565,12283953,22966960,43652785
52026,75491,65079,76964,281156,297988,444466,831043,1449058,4931782,6857144,12379502,23042012,43919616
49237,75066,62005,74462,288693,306079,461579,801902,2894234,3971855,6818131,12158787,22971125,44816537
41739,64056,72922,73281,323384,341374,483078,877271,1266824,5107235,6949756,12138881,23018110,42688173
42213,68458,68056,95369,289849,301539,475907,818076,1378616,5102018,6846577,11904410,25064446,42066646
40172,67220,66674,85740,321298,308126,454755,806308,2920717,5074159,6965847,11767004,22582751,42468628
40018,66088,64874,75426,298557,392763,506060,831111,1334694,4585669,6404260,12093534,22851424,42294002
42521,69109,64054,77742,279559,424794,540102,842851,3349151,4703680,5537769,29552259,22865645,44962947
41268,66777,64690,78390,231231,401609,519582,756911,2880416,4401131,6452885,12309027,22822706,44546237
