b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
4138,15782,32192,63020,125768,248245,504988,1015015,2021466,4071567,8133580,16332164,32637827,65329779
4146,16023,32398,62691,126994,250504,507412,1012615,2022956,4080605,8142396,16295431,32667401,65281796
4156,16440,31912,63644,126113,254286,505008,1014700,2017852,4077304,8159050,16329718,32645267,65300409
4363,15923,31970,62371,125297,251986,508452,1013845,2022108,4089943,8132200,16346806,32639119,65241662
3966,16531,31477,64150,124401,250169,506244,1012898,2026158,4083142,8145635,16343538,32625836,65309238
4194,15876,31245,62516,125302,252269,508669,1008797,2025505,4089872,7868514,16343683,32648445,65337432
4123,15940,31604,62908,124896,254573,507567,1011998,2027894,4077403,8147273,16292631,32644378,65291349
4292,15974,31692,63371,124409,254241,509733,1008662,2018849,4084132,8169587,16304203,32630895,65289163
3990,15922,30996,63504,125513,251621,507997,1011296,2016981,4080921,8151012,16303463,32637593,65318918
4196,16032,31423,63601,124209,250069,505978,1008229,2017670,4083195,8162977,16317324,32623472,65315950
4115,15897,31863,62717,125459,250308,506175,1015717,2018548,4072855,8160790,16363390,32651200,65248412
4094,15688,31598,62985,125601,252503,508805,1017062,2021301,4073136,8155363,16374619,32666660,65354167
4190,15925,31340,62472,124678,252199,504905,1012022,2023538,4074007,8149046,16361686,32645090,65322671
4169,16379,31993,63073,125445,250237,507058,1012358,2023655,4071767,8152475,16356426,32618992,65328360
4283,16352,31041,62832,125909,248940,511190,1015375,2019777,4075119,8125367,16298814,32689816,65318674
4148,16116,31341,63282,124265,248535,506249,1012039,2027863,4072298,8139545,16339821,32655247,65280910
4302,15962,31368,63052,125693,250038,505025,1011088,2022778,4071864,8156538,16206814,32626616,65290124
4144,16080,31698,63612,125727,250493,507064,1010460,2023728,4071435,8149579,16329369,32668042,65318293
4171,16065,32203,62816,124354,251971,505070,1009931,2024255,4067391,8144899,16350168,32681681,65287014
