b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
204867,279745,345299,400058,1091025,5037328,1810934,8083069,12441209,24586699
205835,268558,327831,426956,623576,4673648,1696791,6823929,12865416,22389648
220587,270812,319949,436085,745083,1117779,3794954,8863510,12323072,24187964
212442,284222,329779,398651,553819,2512295,2289019,14783364,12946176,22437146
218162,281626,307512,388494,1879114,1020545,1695486,20257678,14557260,20588024
212817,269278,298450,546323,1053486,4752290,5019407,19304532,12962696,22092485
207279,265298,301090,507650,1858402,2461080,1776600,18833481,11132839,24584692
195910,256641,323637,464224,754934,1166875,10125749,19578572,12275527,22860020
203213,263863,300553,450941,701494,3114649,19575389,23526307,16423094,24634433
202134,276962,334130,439550,662590,4319398,8379206,20014653,10877093,22474780
214259,279716,312329,471994,673304,2828691,4959556,22261243,12825138,24501685
201634,276918,301176,442574,1258032,2156639,2574930,24765353,9360613,22261674
198088,296259,326840,433063,2418869,1035725,1716764,19513039,12113516,24448575
205449,258634,314318,980170,1716277,2526299,4934970,20110579,12235703,19141992
207618,233578,351664,605839,646880,1032010,1695546,20365179,12173887,24195675
207425,289201,333289,847865,589403,1839503,1842359,19790023,12393723,22204258
209975,290924,307506,417647,776203,3142178,2418279,15291166,12163099,24518281
220401,256449,339430,448061,630660,1278697,1816870,19800253,12321554,22556036
203799,256256,319182,450439,644116,7403611,2001012,23224046,10700075,24391605
216215,276969,322124,390681,611092,2347012,5110055,23361545,12353162,22448420
247062,259179,327180,396882,607009,3287033,3940291,8022081,10677018,24428846
260715,255810,312412,442337,674280,3022188,2469172,6150068,12124759,21840300
189738,278604,313207,410040,721861,1152058,1797568,8379066,10293097,24059508
233908,245314,296072,390708,618776,2659618,5183994,8698397,11466205,22764660
225600,268597,318342,402348,666961,2932960,10363002,7327473,13152819,24210728
261785,260207,307883,441983,634998,1456223,5255787,8223728,11084528,22534354
254996,275148,300272,436018,763410,1784535,3958725,7680464,13100654,24228573
256853,251280,320749,432785,696024,1010054,4520148,8017399,10144849,22307324
247650,252906,329628,475500,593870,2559338,4737884,7413754,12171314,23728049
233472,249242,305432,424523,5053681,2400860,7432189,8109595,12483733,22202247
251328,272218,351708,414252,1197118,1606871,9264379,8231009,11639594,23277684
262837,302572,290011,445495,2205606,2004470,5122085,8310617,12307290,22637621
