b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
17426,44754,37349,36468,82320,63449,136299,348680,751442,2916098,3683986,6200633,12879244,25158907
17423,35458,38947,42537,70519,67840,132066,388444,676179,1896927,3661095,6200753,12860303,25046200
17148,38352,38722,46511,54675,75973,207602,386589,763288,1902319,3686042,6345568,12439889,24992579
16703,40335,36796,45231,88565,71062,170253,366882,765258,1898669,3454108,6275662,12832990,25106873
17136,37712,35492,44342,54273,100161,181896,419198,765036,2124647,2973004,6070172,12643355,25264482
19409,39378,38058,41317,92980,143969,192703,418171,757373,2097779,2949833,8613060,12700583,25492602
16699,38398,38495,50393,56690,128999,186134,394147,762866,2099776,3655821,6372451,12660828,25523833
16716,41821,38223,44035,61359,124558,217987,387154,762794,2100802,2989563,6132707,12691858,25796013
17431,38339,41567,45622,64082,112318,202619,345259,550459,2098881,3673759,6155335,12795499,25980705
16941,36267,37925,43552,55837,108702,181651,411968,767568,2097182,3991623,6029925,12579449,25649039
16699,36350,37621,44452,78320,101910,168320,393678,761002,2115326,2958912,6095319,12750240,26080528
16395,36974,36770,42345,60681,97727,233209,368950,764378,1834115,3551000,5962176,12323710,25571613
16109,40958,38185,44442,84319,96165,204708,374625,748976,1901512,3046564,5971630,12130486,25877157
