b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
18236,17748,18186,19126,18300,18200,18526,26972,30110,32242,28441,28714,34112,28826,28000,32796
18163,17724,18413,19063,18582,18126,18546,23825,28737,30647,29477,28754,32562,32739,28924,116240
18327,17893,18345,18902,18629,17839,18885,25144,27921,32839,29589,27851,33207,29590,31593,30898
18464,17723,18160,19132,18424,18283,18316,24277,28997,31017,29366,27762,32017,28425,27710,34162
18279,17771,18401,18832,18420,18125,18615,23042,29927,32524,29069,31667,28200,28073,42381,44640
18223,17818,18248,18992,18361,17782,18862,26460,30273,30403,28885,27456,28246,28872,31221,32594
18355,17973,18230,19090,18358,18335,18666,24725,33415,31338,29070,27816,36039,29092,29187,33142
18421,17568,18286,18927,18341,17914,18568,25682,29662,32604,28746,26984,28793,29447,29397,35325
18184,17799,18364,18655,18486,18169,18327,26041,29159,32777,30193,27100,28668,28807,28077,40118
18107,17901,18364,18935,18193,17934,18926,27710,28983,32636,34339,28447,27925,36202,30571,29940
18411,17870,18058,18867,18343,18370,34005,28832,28005,33030,27890,28536,31055,28701,28344,33325
18464,17738,18299,18810,18419,18263,18681,24916,28782,31346,29151,28254,27958,31461,29630,30110
18154,18352,18092,18735,18496,17760,18562,24961,29362,32651,44544,28101,28475,27643,31377,31143
18218,17721,18458,18964,18371,18048,24244,35196,28622,32815,53619,27588,33995,28048,33774,32818
18189,17961,18280,18637,18358,18248,20422,22718,28455,31594,28352,27658,34411,28882,30775,56702
18110,18277,18354,18727,18472,17981,19137,25590,27654,32462,29789,28312,33121,28764,30528,28272
18175,18048,18266,18735,18466,18302,20528,26489,27099,31620,29101,27743,29474,28617,30890,27474
18318,17994,18159,18548,18506,18309,18253,28999,26110,31495,28605,36097,31149,33023,36330,29489
18235,17811,18216,18638,18498,18418,18522,29968,26193,31621,28656,26424,31683,30053,30897,28448
18122,17938,18331,18739,18351,18270,18490,28028,26513,32483,29233,29206,30224,28880,29623,31846
18394,18003,18357,18628,18487,18260,18414,28642,28364,32838,29150,27468,30901,31943,29359,423675
18118,17904,18321,18474,18450,18333,18579,28272,25466,32258,27791,28711,30620,29099,29386,28498
18482,18050,18278,18659,18604,18251,20349,28519,26278,33159,28601,27904,30399,403180,30545,29244
18169,18077,18212,18572,18474,18339,26662,28813,25072,31805,28581,28614,31355,30052,30925,29713
18283,17816,18092,20090,18269,18449,18768,29047,25181,31436,32605,27137,30748,29115,30570,39115
17977,17880,18439,18673,18308,18262,18380,28880,25124,31303,29064,32949,34257,29641,30887,27662
18041,17934,18406,18438,18201,18278,18182,29741,27374,32905,36381,29941,34062,29860,30823,29668
18230,17934,18305,18396,18511,18242,18200,29625,26636,33193,29382,27571,30389,27560,29935,34065
18109,17942,18221,18515,18404,18433,18056,28860,25868,33010,28470,33068,28888,28108,29815,32229
18232,18083,18282,18457,18228,18267,17934,28336,25331,31185,29356,31851,28611,28438,30945,30529
17993,18040,18270,18326,18518,17742,18271,29443,25485,32013,28509,27498,275088,35724,30600,37236
26907,18107,18245,18465,18392,17762,18275,28001,25128,33135,29424,28421,28092,28326,30613,36884
18236,26176,18423,18400,18464,17890,18194,28868,26218,31733,29001,29174,28035,29831,30613,29773
18033,17676,18149,18520,18365,18290,18348,29466,27034,32663,29835,28841,30357,30799,29293,35294
18250,18033,18398,18343,18298,17847,18236,28026,25425,31565,29526,27642,30392,30394,29637,27802
18194,18015,18346,18242,18350,17759,26625,29542,25600,33021,29236,27550,30591,29233,30711,29460
18329,17982,18258,18260,18296,17892,18373,28001,24405,31860,29703,28553,42285,30766,29913,38559
18047,18061,18175,18268,18320,18310,18255,29401,25748,31187,28156,27937,29760,28850,30376,32574
18355,18065,18223,18318,18378,18165,18308,29065,28778,32537,37232,27178,30361,32958,30098,30943
18162,17562,18238,18374,18215,17870,20244,29730,26772,31381,29521,27590,28629,31684,31842,31884
18081,18082,18294,18253,18443,18218,18200,29565,24575,30730,29177,28474,28097,29662,32012,27497
18312,17920,18265,18314,18506,18348,18255,29981,24628,31640,29326,28535,27791,28519,30306,30574
18126,17596,18181,18254,18291,18317,18644,29166,24024,31857,28405,27393,28807,28983,31153,32035
18132,18107,18136,18282,18597,18294,18120,27943,27484,30860,28225,27210,28880,29514,30384,29978
18009,17795,18019,17901,18464,18189,18894,28564,28501,31456,28420,28457,27840,28632,30969,48664
18029,17973,18394,18224,18455,24039,18486,27482,33894,32321,29862,28104,29666,28762,30349,31653
18126,17946,18351,18152,18231,18327,18450,24415,29543,32907,28705,26892,28855,29252,39459,59673
17961,18005,18423,18386,18596,18478,18544,24525,26955,32361,28843,28105,28267,29863,29734,56047
17960,17951,18283,18207,18412,18323,18458,24236,30216,31931,28591,28363,29110,29381,29941,35178
18015,18104,18215,18101,18495,18693,18497,22661,28723,32589,28089,27165,29488,32268,30558,30778
17828,18059,18277,18091,18080,18161,18448,25858,28413,31945,29105,27148,27879,29261,30668,34578
18006,17774,18402,18183,18280,18236,18136,23304,27815,31486,28691,27135,28568,29321,30500,39783
18201,17944,18378,18270,18603,18128,18182,23862,27702,31319,28711,27571,28976,30063,29807,29987
17915,18143,18216,18196,18254,17943,18591,24776,29609,31712,29828,26542,30025,29943,30167,33118
18281,17986,18308,18169,18144,18070,18445,22893,28756,31872,28500,28409,29512,40828,29480,52562
17940,24453,18290,18022,18565,17707,18386,25655,30356,32324,30023,27554,28134,31316,30373,43490
18020,18095,18342,18028,18362,18126,18370,23192,29116,32451,29321,27938,29525,29994,30179,30508
18099,17698,18302,18038,18620,17862,18468,24385,28919,30701,29631,27219,29207,29891,30626,112265
18128,18053,18218,18117,18401,18275,18657,26487,29215,32030,35537,28023,27475,29124,30636,31365
18157,18072,18330,18271,18252,18346,18534,22885,28378,31175,29033,27370,29261,30526,31484,32934
18302,18057,18209,18331,18418,18210,18337,27242,28460,39973,29333,28729,28577,28305,30474,31381
18163,18840,18099,18196,18417,17821,18110,22626,30608,31654,28875,27518,36285,28004,30007,31889
