x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288
426529,526351,785094,453022,563991,938110,1775689,5496920,10670739,24877736,45393548,85652933,141045608,266914103,452132446,746343694
434582,517592,805955,475335,590470,887167,1695496,4428925,13087708,26209509,45067117,83943367,145213552,272694984,414567816,757358359
447861,523992,792259,473585,595523,913975,1669775,5136743,12825391,25155825,47665541,83882959,144036215,255220825,458861048,706324562
442475,522380,803809,473866,598675,899004,1719634,4120199,11272609,25287368,44942697,83526335,140345030,254402633,452837493,722547143
434982,522806,787611,480365,584997,921306,1698539,4879635,12443120,25359528,47936909,84007791,157532848,269325110,450549875,721276786
413724,518236,779715,482764,576158,904588,1676379,3955696,13046517,25055667,45576128,84012173,148243216,261044303,452279293,734077438
437861,535827,799696,452617,618768,921725,2332169,4719418,15890787,26168678,45252540,84063207,149720840,273036287,440577754,660972365
444659,521640,794778,461027,571084,928691,2720048,3916646,13083520,25118788,45410095,83533394,139416669,260479131,449606075,692848678
395396,524945,799055,476123,581939,891192,2500273,4713696,14553319,25203818,45262551,84171939,145633513,264445700,447622839,706408342
422284,518698,809040,453543,600654,872109,2428270,3860145,10409915,25100721,45154324,83242825,142136284,260441099,374559497,757592300
415186,524511,795485,479116,590678,906512,2328772,4706560,14585630,25383532,45884634,83820860,149124054,258322178,452786136,668539012
443184,521063,814728,482710,594888,884846,2232377,3843633,14521156,26981413,45217465,83529826,140410948,275003923,391945439,774375870
417013,526917,792792,480515,582133,877040,2139526,4690386,10854290,27974884,45111090,83490543,150369333,275894562,407649321,802797287
402687,533525,796365,505086,575876,893980,2093420,3762824,11812566,26538635,45391651,83675847,140866775,265001247,382304049,764201408
429944,534225,806932,485468,580950,898140,2020466,4696653,13049439,25337832,45680919,83810627,150837941,261745209,424066675,784473220
422642,524448,810614,459564,592146,882349,5051896,3738816,10833358,26838722,45726452,83007356,147158824,273234453,411893446,696739918
405795,553931,798751,470407,578657,872165,2375056,4691666,14723430,25016076,45855122,83285918,152215775,271684333,432636895,784337404
436945,639912,1050316,484552,579301,896427,1875786,3827179,11734966,25005024,45281699,83202220,147599668,258903863,450075764,743490316
410018,643386,898091,480031,605576,895313,1790435,4722305,14474060,24981936,49866857,84001938,148060383,249613064,451267075,709203691
421311,640138,783744,482075,600331,879327,1903249,6603304,12518809,25143408,45259219,82992712,147490325,258629973,410562030,751155133
409952,640845,792518,493294,586048,878992,1712272,7040977,12460980,25155185,50755620,83467032,149693165,261304643,403570066,737440070
433011,646771,801485,474097,588386,910151,1696870,5478509,13030665,26192671,47869618,82849648,152321256,270537965,412051665,738875369
421913,641959,773843,488863,578126,943645,1729659,6127866,10749127,25087594,45877867,83755959,151609517,255332022,446411869,690708082
420775,645467,804311,468904,572903,947569,1703811,4727992,10103381,24643691,46049029,83737052,150423628,275352574,441277594,674811485
418889,632185,793756,481835,569333,926844,1729714,5460770,14649656,26474950,46725107,83398264,150362824,275392079,447893918,654564704
433349,633620,792488,476469,593679,963149,1736125,6788217,11475012,25082942,45085983,83252080,148987873,262087253,457379141,660888709
411313,626507,798849,464918,581590,945150,1731219,7126048,14391911,25135221,49139734,83767019,148037082,272283038,412449901,736276715
430468,636048,799640,474855,582582,932680,1667729,5657766,14479389,25194040,45314242,83212397,139912419,270567431,436276949,661535281
445948,649116,797381,473359,569350,921893,1676446,6343220,10211734,25042973,40067253,84110029,147036130,269583334,407860115,798390023
417801,623826,804407,465725,602664,886997,1720482,7099329,14689713,26188210,42635478,82960582,140183803,277523814,394150114,697889775
428629,600211,788728,484187,561058,922548,1708369,7705956,14484111,25246782,44966702,83808047,143387433,251804009,460646597,749247098
405973,602225,785545,468639,584022,896685,1740995,5994404,13130137,25364300,45033524,83656818,151619591,249979461,396049506,725184320
415040,605421,810089,469046,595770,868760,1739781,6455594,13175542,25172044,30007151,83892957,151210925,257127337,380485342,754334402
414505,605860,787743,478268,573784,890144,1684406,6205903,13261193,25003823,44045263,83273014,152220692,251449000,416286645,653228480
423249,603485,806281,471985,625654,897736,1740193,7009025,14386752,26191367,44864617,83662790,145754020,260713165,431813619,672174046
428577,601975,800838,470578,597463,997691,1699691,6757298,12861801,25072117,45120956,82791377,152237626,262811938,406967238,702664703
401994,597445,792552,468325,578555,914397,1699178,7222564,12299551,25389654,45594918,83927273,146580551,255752908,425612727,709179999
434163,593320,799136,496858,624544,935913,1718312,5747567,14523424,25236947,45541976,83416028,149096180,270303955,385988445,697727519
411358,602562,803843,486986,611804,930379,1694796,6261202,10489110,25362047,45608926,83585390,142822348,265759344,447515451,656639568
453107,625544,810677,471971,584877,953865,1713460,4978451,9245643,25451632,45422775,83060127,151941769,259106746,445471711,714048801
461733,620736,807228,470942,583941,923217,1731337,5525076,17543141,24947187,32687492,83691053,152604854,263656821,446020788,657217522
448787,614542,777190,477962,583705,937387,1678187,4368709,11782578,26114337,26654765,83164409,139892096,263923109,448017600,673741512
417517,622264,797859,473438,591510,953455,1681137,5129840,14724707,25319973,45705523,83556509,150631491,252091162,450747023,740846144
450657,620899,821685,483556,599587,914612,1724846,4129733,14696127,25353319,41126031,83117170,148416023,255603343,451282043,715848787
409284,613970,808776,472588,573884,888776,1704853,4944764,12538516,25232313,45563525,83687729,151584515,262179246,437566679,768566779
429306,616823,781133,454011,600204,881988,1673283,3886273,14163112,25377503,45769258,83446911,149624369,265829257,389069359,759612703
468517,624520,789286,467944,586755,891000,1724181,4736131,10908884,25039555,45245712,84065845,149060690,254195759,425869135,786740685
466932,613813,801786,463396,584400,879654,1704647,4440297,12828120,24966335,29878314,83322445,151702077,274872758,405331348,781130287
454414,612891,798267,481711,583263,888506,1731573,4758326,12979818,26023307,43672019,83444594,147852040,246728507,401964149,773451072
445622,610138,788724,471715,585428,885707,1725633,3819379,11547134,25426778,30172860,83642261,149185588,267204912,403147548,727061900
454896,490531,781062,484963,600605,892612,1685787,4697107,14743100,25110471,26488833,83565081,148343178,260842561,461257288,762215856
440073,507867,795519,461508,580476,893985,1699332,3857431,14701551,25024457,28593693,83326096,147996570,247189710,419115906,760642079
440400,511259,800127,478589,589569,895776,1700012,4750579,10867581,25041592,43374942,84261098,151460465,242815628,438743685,681888546
432892,505885,806165,468451,587474,888617,1704556,3857656,11300061,25151236,41610413,83702502,150384684,256985749,433432239,783447173
417743,533025,790150,479162,584290,893046,1737773,8301140,13254844,25252561,46129285,83545630,152007964,246662669,456773987,745482539
440624,505544,802583,473156,577608,891780,1691946,6387783,11431399,25248393,42448528,83345295,150138124,257851971,445015232,736181221
449698,520158,807164,490124,589687,878196,1701521,7003331,14965191,25119305,45830673,83596478,146822483,264061547,443106184,717908940
402119,530757,779933,469426,603665,907237,1719578,5768338,11411460,25172532,45696267,83447374,148167788,260444147,457567733,771154904
415623,507490,812334,464034,627366,892051,1705616,6254844,14693754,25173787,39228896,83534632,149533530,240492715,451067561,722312517
419814,503424,792773,473457,619776,932349,1704421,4982301,12975407,25478267,45537718,83539174,152348232,260282472,451864142,709835373
455038,511346,791739,481068,617509,907164,1709925,6065783,11525345,25242524,45592019,83563565,148889394,263741832,444482622,711804044
420643,507089,796407,471706,608538,890979,1743198,4364087,11638012,25241658,45582871,83376066,141152173,267091913,414190088,675342460
427578,517016,788473,521317,627084,879028,1685489,6910521,13135261,25227835,45864657,83778567,146076117,258662110,392251575,734936682
430895,520636,801380,482682,616822,893169,1760223,5461753,11339580,25073598,45541708,83332107,140426079,267041501,408683830,676188417
419314,499658,776266,475653,603587,881551,1726148,6361946,14877340,25222661,45528630,83709750,140949553,249989433,430157444,761856425
464254,520788,780030,498827,628577,884519,1665755,4695890,11784980,25433462,45481458,79584889,148314332,275952994,457309537,732364532
434823,520741,818894,471983,612547,893336,1723621,5288512,14803052,25088424,45718286,83809754,149893609,272370004,439615265,775181894
