FP32 inductor b16,FP32 inductor b32,FP32 inductor b64,FP32 inductor b128,FP32 inductor b256,FP32 inductor b512,FP32 inductor b1024,FP32 inductor b2048,FP32 inductor b4096,FP32 inductor b8192,FP32 inductor b16384,FP32 inductor b32768,FP32 inductor b65536,FP32 inductor b131072,FP32 inductor b262144,FP32 inductor b524288
312193,448435,556362,428213,508523,777589,1576862,4211173,8265850,18271208,33037466,61057161,109180300,194884447,356631251,636251886
321096,455631,550054,437891,504474,748449,1467420,4308965,6862921,18473093,31540563,60498549,111776818,197405600,340215966,579842231
314576,444777,554470,438985,507161,766460,1427261,4871487,7024043,18357622,32796515,61107590,110490756,197614775,353270198,585996696
317773,441124,563043,439993,503274,754206,1358581,4351356,7302048,18398702,32705913,60800512,108027467,193480442,349207603,590029857
313879,447476,547277,433563,482833,812593,1380262,4928269,6384361,18339714,31386875,61061658,112158393,198202443,357062842,587790278
317038,443253,542801,442832,500436,739232,1291486,4314649,10274370,18315464,32698274,61100731,108353714,199453295,340185670,626038539
316038,451309,544085,453994,498321,757414,1321412,4322098,8558796,18292022,32852440,60795133,111161551,198972873,348908740,611958046
318724,447775,556722,481830,502605,690548,1293107,4983028,8670116,18244423,32708289,59847807,108156388,197999016,347857196,590203692
324059,448240,550809,476737,545080,703850,1305759,4344613,10102812,18420969,32925575,61171666,111110578,197984390,348881059,583513356
314549,440531,549022,495942,503405,688794,1252449,4849749,8246412,18220085,32688049,61290360,110436309,198913599,355407786,615771207
322343,439240,550549,474700,521334,698124,1245026,4290245,7504809,18295544,32882010,61089215,111032656,199496912,312139153,646263531
313693,451500,552566,468566,541811,700893,1246512,4355509,7219689,18387212,32655113,61087307,110766531,198480885,339734735,606384457
321106,449700,548502,479879,548566,708152,1245230,4947472,8469762,18198050,32984475,61073943,111156616,197468211,350195010,623183903
315216,447866,553963,468092,545748,697196,1236570,4342106,6744608,18249998,32674145,61376136,110587263,199661409,304464481,606936382
320376,452736,554325,471873,536630,714430,1286147,4877904,6738386,18263518,33034075,60984367,110867376,196168683,350918963,624261885
314772,436676,545252,463699,542876,697309,1370401,4385987,6911121,18262137,32783802,60797328,110881782,196243983,332333300,628129007
312343,440481,540724,466492,550636,782343,1276185,4313395,6566021,18299526,32991600,61078153,110935507,195667650,351223941,586981328
328562,453150,554974,438517,533181,770616,1248517,4825818,9933191,18337633,32871388,61321140,109695782,195031745,299344789,625105796
313694,451064,543580,436293,537251,714583,1246808,4363728,8043228,18346366,32750124,61110328,113548000,198533329,340295761,626698332
323135,447110,551193,438286,568505,707671,1530647,7318551,9680615,18355881,32772830,61162893,112966905,198000607,327155830,600879753
310171,435549,552478,440801,527719,702461,1303788,6009909,9767665,18252170,33053618,60554947,113285929,195893785,347225360,599336590
319837,448194,539902,433565,539286,701738,1267689,5809376,8086828,18269771,32785529,60801908,112398273,194218702,332233716,627795087
314402,450180,534216,435389,546488,710585,1238929,6113617,8555332,18176244,32872212,61290561,112767700,198940152,330540056,623009633
323909,449233,549643,431839,536620,699544,1224893,5193622,6973177,18373159,32766713,61138502,112443980,203714997,330576049,621347616
310606,453549,551073,440443,542518,834122,1282107,5527963,6612376,18347039,32962946,60903144,110634052,191152527,332118748,576785577
321254,442083,554281,430265,495573,857761,1218584,4775802,7468755,18352681,25245194,61259029,113283356,198268720,325886174,632820256
312218,441070,543545,475574,504789,806884,1254125,4604723,6336315,18258531,32572917,60660807,111550476,195010942,321320260,627497870
318312,445291,547693,452461,512304,808984,1242536,5107318,10486712,18200462,32670996,61332410,106392794,197062494,308491592,621784215
314409,448725,543321,436777,502927,774822,1277171,5674883,8082081,18325807,32958221,60996150,111232684,195421410,347443888,631255227
377915,409887,549006,446211,490868,777943,1278657,6133210,8189856,18251805,32739094,61383388,110183116,192589890,329291875,616306475
387312,440067,555518,432485,517078,824809,1270364,5288537,9980647,18289840,25506175,60519271,110549630,193254593,325387930,635789769
358587,445290,563004,439763,630635,892015,1214931,4898330,8244086,18428532,32595948,61420858,109477531,198400575,342026280,631456929
366020,448245,545540,442330,552273,852922,1273189,5265014,7523841,18230391,32944293,60687633,110641461,197511739,340744983,593148293
366278,444335,548209,439682,508432,837964,1254105,4405216,7273079,17218460,32626904,61094398,109965115,199528620,341161057,579416917
334371,437845,629421,439919,527708,823101,1282536,4934113,8283241,18459051,32819434,59861381,109763498,197986403,316389787,619850668
335268,446096,579122,440531,576022,816582,1243690,4253822,7374966,18322358,32641963,61340297,108893467,195807246,310510722,630479201
318327,463334,575732,434222,563411,805853,1246181,4117033,6811756,18376146,32852535,60946982,111214153,196036100,326489082,583020297
322116,448174,590684,432556,2467958,767174,1254834,4742445,7590128,18308834,32812751,61078291,110515664,195159217,324097291,551820206
320844,439400,587427,433137,555399,757374,1277010,4006531,6574508,18428132,32883563,61174388,110156662,197839029,341266791,569035864
319320,436569,575379,454924,534718,748801,1249811,4768814,7708287,18483326,32787449,61091840,110300922,192899674,316612288,624160243
316895,439039,588451,429515,530517,916935,1267619,3974643,6449327,18388858,32979820,60727712,111407962,196458143,326372209,585386586
321469,449972,577428,435485,520222,966916,1228914,3886023,9099454,18330076,32652982,61082164,107364831,197112345,313811946,609323533
326370,445507,581382,432788,525338,918481,1252335,4580177,9352902,18311266,34204521,60536520,112633740,196784686,332275219,585989125
318558,410554,592552,441448,527109,819494,1259063,3890904,7734725,18339374,32461415,61231226,108678225,192983318,331005787,623586996
323346,457769,555238,431660,500728,733239,1288632,4580191,8393893,18311468,32607820,60891513,112350573,194523465,335423313,615950212
319996,447933,522061,434850,495628,775416,1240858,3857603,6984104,18396433,32930420,61557302,109700927,192226775,348773263,650464669
328158,444256,527276,438500,491230,742424,1233700,3795111,6801354,17176815,33413220,61074800,111674385,197378487,322273730,595426089
324574,441946,513554,429341,507704,737768,1269825,6274922,9778956,18306611,32843490,61798305,109388611,196520170,333048586,643764203
317114,440657,522662,438144,483535,715489,1248268,5329399,7305130,18441617,31005441,60280410,111691451,197744815,336458171,613484287
320340,467177,521272,431542,493891,1462058,1291555,5513123,8195132,18126330,28662896,61319771,109068045,197030087,316132333,569419032
315230,444285,523829,437223,502774,790019,1261929,4729888,6609803,18222147,33015139,60825196,112115173,199646459,313815619,606517808
317492,442278,517312,513495,558991,753019,1247346,4518363,7177367,17264180,32645809,61532150,109747245,195683867,332339597,595822325
315912,438304,526896,519256,559706,740213,1280509,4894313,9875070,18132888,33307069,60985059,110449756,196436282,335461085,629128722
324839,438859,527197,561639,543470,763534,1268620,4089443,8489670,18153474,32592811,61382705,108878049,201926021,308567387,550088367
323469,456666,523711,559818,502090,741943,1266405,6517603,7785807,18097982,32655632,60959322,110840470,197504372,319297891,562567562
325659,446503,515165,456814,495844,757490,1263654,5232088,7708218,18235696,31817496,61344871,111283877,196843903,343282151,575124420
317041,437753,517802,465205,488027,698198,1225936,5040892,8394220,18325187,32501638,61177539,109914274,196470688,311890828,612555928
