SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
128082,335068,391210,735296,1172854,2481616,4494866,8972507,17712863
128107,333583,383739,739193,1182941,2465278,4485583,8971872,18516745
129396,329329,382772,738892,1184383,2494710,4498770,8917383,17460447
128690,329757,383386,743003,1173311,2502434,4555949,8917967,17377467
127682,329564,382251,737698,1188387,2491811,4493382,8956989,18429064
127592,406974,382067,801983,1183254,2493282,4477146,8954845,17770024
128537,336129,380862,752880,1179673,2494474,4472563,9183417,17662841
128294,332852,385020,740812,1173560,2474675,4473887,8960408,17999755
130549,328436,382865,737343,1206598,2469111,4529566,8988260,17965861
134422,328715,381766,734355,1176040,2482057,4478766,9044163,17684830
128701,328032,387512,739066,1183643,2504821,4501163,9017993,18499353
128059,334049,383592,738853,1176227,2492078,4478053,9573352,18075571
129954,334967,383032,744520,1177312,2483083,4491612,9011183,17727383
128231,330358,384028,744258,1174719,2504322,4490245,8946912,18474441
128048,328413,384569,737991,1205407,2477622,4478193,8923447,18032592
127811,329363,386131,736930,1195286,2451055,4484375,9039270,17800594
128347,330629,382372,736837,1181718,2421438,4474549,8940396,18441439
128717,329943,384504,746863,1183108,2488491,4473739,8960242,18036933
127385,338367,382235,737034,1179573,2425378,4468354,9023914,17631195
128564,333129,382961,740270,1183792,2493986,4479108,9000281,18529053
126835,331432,382029,739060,1186157,2485528,4490684,8969296,17793754
128585,328738,385996,741310,1176933,2509382,4495868,8929152,17742847
128659,333304,383534,823344,1181361,2482577,4463007,9034206,18562699
129033,331595,391268,735492,1180041,2470006,4479433,8962589,18122766
129231,347131,382148,743143,1198471,2495618,4503229,8895467,18008265
128391,334195,385041,737784,1175018,2495083,4480260,8964000,18391427
